exercise,videoName,frame,good/bad,feedback
tricep dips,tricep dips_11.mp4,75,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,78,good,None
tricep dips,tricep dips_11.mp4,81,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,84,good,None
tricep dips,tricep dips_11.mp4,87,good,None
tricep dips,tricep dips_11.mp4,90,good,None
tricep dips,tricep dips_11.mp4,93,good,None
tricep dips,tricep dips_11.mp4,96,good,None
tricep dips,tricep dips_11.mp4,99,good,None
tricep dips,tricep dips_11.mp4,102,good,None
tricep dips,tricep dips_11.mp4,105,good,None
tricep dips,tricep dips_11.mp4,108,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,111,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,114,good,None
tricep dips,tricep dips_11.mp4,117,good,None
tricep dips,tricep dips_11.mp4,120,good,None
tricep dips,tricep dips_11.mp4,123,good,None
tricep dips,tricep dips_11.mp4,126,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,129,good,None
tricep dips,tricep dips_11.mp4,132,good,None
tricep dips,tricep dips_11.mp4,135,good,None
tricep dips,tricep dips_11.mp4,138,good,None
tricep dips,tricep dips_11.mp4,141,good,None
tricep dips,tricep dips_11.mp4,144,good,None
tricep dips,tricep dips_11.mp4,147,good,None
tricep dips,tricep dips_11.mp4,150,good,None
tricep dips,tricep dips_11.mp4,153,good,None
tricep dips,tricep dips_11.mp4,156,good,None
tricep dips,tricep dips_11.mp4,159,good,None
tricep dips,tricep dips_11.mp4,162,good,None
tricep dips,tricep dips_11.mp4,165,good,None
tricep dips,tricep dips_11.mp4,168,good,None
tricep dips,tricep dips_11.mp4,171,good,None
tricep dips,tricep dips_11.mp4,174,good,None
tricep dips,tricep dips_11.mp4,177,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,180,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,183,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,186,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,189,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,192,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,195,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,198,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,201,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,204,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,207,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,210,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,213,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,216,good,None
tricep dips,tricep dips_11.mp4,219,good,None
tricep dips,tricep dips_11.mp4,222,good,None
tricep dips,tricep dips_11.mp4,225,good,None
tricep dips,tricep dips_11.mp4,228,good,None
tricep dips,tricep dips_11.mp4,231,good,None
tricep dips,tricep dips_11.mp4,234,good,None
tricep dips,tricep dips_11.mp4,237,good,None
tricep dips,tricep dips_11.mp4,240,good,None
tricep dips,tricep dips_11.mp4,243,good,None
tricep dips,tricep dips_11.mp4,246,good,None
tricep dips,tricep dips_11.mp4,249,good,None
tricep dips,tricep dips_11.mp4,252,good,None
tricep dips,tricep dips_11.mp4,255,good,None
tricep dips,tricep dips_11.mp4,258,good,None
tricep dips,tricep dips_11.mp4,261,good,None
tricep dips,tricep dips_11.mp4,264,good,None
tricep dips,tricep dips_11.mp4,267,good,None
tricep dips,tricep dips_11.mp4,270,good,None
tricep dips,tricep dips_11.mp4,273,good,None
tricep dips,tricep dips_11.mp4,276,good,None
tricep dips,tricep dips_11.mp4,279,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,282,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,285,good,None
tricep dips,tricep dips_11.mp4,288,good,None
tricep dips,tricep dips_11.mp4,291,good,None
tricep dips,tricep dips_11.mp4,294,good,None
tricep dips,tricep dips_11.mp4,297,good,None
tricep dips,tricep dips_11.mp4,300,good,None
tricep dips,tricep dips_11.mp4,303,good,None
tricep dips,tricep dips_11.mp4,306,good,None
tricep dips,tricep dips_11.mp4,309,good,None
tricep dips,tricep dips_11.mp4,312,good,None
tricep dips,tricep dips_11.mp4,315,good,None
tricep dips,tricep dips_11.mp4,318,good,None
tricep dips,tricep dips_11.mp4,321,good,None
tricep dips,tricep dips_11.mp4,324,good,None
tricep dips,tricep dips_11.mp4,327,good,None
tricep dips,tricep dips_11.mp4,330,good,None
tricep dips,tricep dips_11.mp4,333,good,None
tricep dips,tricep dips_11.mp4,336,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,339,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,342,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,345,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,348,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,351,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,354,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,357,good,None
tricep dips,tricep dips_11.mp4,360,good,None
tricep dips,tricep dips_11.mp4,363,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,366,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_11.mp4,369,bad,[LEFT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_12.mp4,3,good,None
tricep dips,tricep dips_12.mp4,6,good,None
tricep dips,tricep dips_12.mp4,9,good,None
tricep dips,tricep dips_12.mp4,12,good,None
tricep dips,tricep dips_12.mp4,15,good,None
tricep dips,tricep dips_12.mp4,18,good,None
tricep dips,tricep dips_12.mp4,21,good,None
tricep dips,tricep dips_12.mp4,24,good,None
tricep dips,tricep dips_12.mp4,27,good,None
tricep dips,tricep dips_12.mp4,30,good,None
tricep dips,tricep dips_12.mp4,33,good,None
tricep dips,tricep dips_12.mp4,36,good,None
tricep dips,tricep dips_12.mp4,39,good,None
tricep dips,tricep dips_12.mp4,42,good,None
tricep dips,tricep dips_12.mp4,45,good,None
tricep dips,tricep dips_12.mp4,48,good,None
tricep dips,tricep dips_12.mp4,51,good,None
tricep dips,tricep dips_12.mp4,54,good,None
tricep dips,tricep dips_13.mp4,3,good,None
tricep dips,tricep dips_13.mp4,6,good,None
tricep dips,tricep dips_13.mp4,9,good,None
tricep dips,tricep dips_13.mp4,12,good,None
tricep dips,tricep dips_13.mp4,15,good,None
tricep dips,tricep dips_13.mp4,18,good,None
tricep dips,tricep dips_13.mp4,21,good,None
tricep dips,tricep dips_13.mp4,24,good,None
tricep dips,tricep dips_13.mp4,27,good,None
tricep dips,tricep dips_13.mp4,30,good,None
tricep dips,tricep dips_13.mp4,33,good,None
tricep dips,tricep dips_13.mp4,36,good,None
tricep dips,tricep dips_13.mp4,39,good,None
tricep dips,tricep dips_13.mp4,42,good,None
tricep dips,tricep dips_13.mp4,45,good,None
tricep dips,tricep dips_13.mp4,48,good,None
tricep dips,tricep dips_13.mp4,51,good,None
tricep dips,tricep dips_13.mp4,54,good,None
tricep dips,tricep dips_13.mp4,57,good,None
tricep dips,tricep dips_13.mp4,60,good,None
tricep dips,tricep dips_13.mp4,63,good,None
tricep dips,tricep dips_13.mp4,66,good,None
tricep dips,tricep dips_13.mp4,69,good,None
tricep dips,tricep dips_13.mp4,72,good,None
tricep dips,tricep dips_13.mp4,75,good,None
tricep dips,tricep dips_13.mp4,78,good,None
tricep dips,tricep dips_13.mp4,81,good,None
tricep dips,tricep dips_13.mp4,84,good,None
tricep dips,tricep dips_13.mp4,87,good,None
tricep dips,tricep dips_13.mp4,90,good,None
tricep dips,tricep dips_13.mp4,93,good,None
tricep dips,tricep dips_13.mp4,96,good,None
tricep dips,tricep dips_13.mp4,99,good,None
tricep dips,tricep dips_13.mp4,102,good,None
tricep dips,tricep dips_13.mp4,105,good,None
tricep dips,tricep dips_13.mp4,108,good,None
tricep dips,tricep dips_14.mp4,3,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,6,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,9,good,None
tricep dips,tricep dips_14.mp4,12,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,15,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,18,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,21,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,24,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,27,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,30,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,33,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,36,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,39,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,42,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,45,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,48,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,51,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,54,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,57,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,60,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,63,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,66,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,69,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,72,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,75,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,78,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,81,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,84,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,87,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,90,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,93,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,96,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,99,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,102,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,105,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,108,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,111,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,114,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_14.mp4,117,good,None
tricep dips,tricep dips_14.mp4,120,good,None
tricep dips,tricep dips_14.mp4,123,good,None
tricep dips,tricep dips_14.mp4,126,good,None
tricep dips,tricep dips_14.mp4,129,good,None
tricep dips,tricep dips_14.mp4,132,good,None
tricep dips,tricep dips_14.mp4,135,good,None
tricep dips,tricep dips_14.mp4,138,good,None
tricep dips,tricep dips_14.mp4,141,good,None
tricep dips,tricep dips_14.mp4,144,good,None
tricep dips,tricep dips_14.mp4,147,good,None
tricep dips,tricep dips_14.mp4,150,good,None
tricep dips,tricep dips_14.mp4,153,good,None
tricep dips,tricep dips_14.mp4,156,good,None
tricep dips,tricep dips_14.mp4,159,good,None
tricep dips,tricep dips_14.mp4,162,good,None
tricep dips,tricep dips_15.mp4,3,good,None
tricep dips,tricep dips_15.mp4,6,good,None
tricep dips,tricep dips_15.mp4,9,good,None
tricep dips,tricep dips_15.mp4,12,good,None
tricep dips,tricep dips_15.mp4,15,good,None
tricep dips,tricep dips_15.mp4,18,good,None
tricep dips,tricep dips_15.mp4,21,good,None
tricep dips,tricep dips_15.mp4,24,good,None
tricep dips,tricep dips_15.mp4,27,good,None
tricep dips,tricep dips_15.mp4,30,good,None
tricep dips,tricep dips_15.mp4,33,good,None
tricep dips,tricep dips_15.mp4,36,good,None
tricep dips,tricep dips_15.mp4,39,good,None
tricep dips,tricep dips_15.mp4,42,good,None
tricep dips,tricep dips_15.mp4,45,good,None
tricep dips,tricep dips_15.mp4,48,good,None
tricep dips,tricep dips_15.mp4,51,good,None
tricep dips,tricep dips_15.mp4,54,good,None
tricep dips,tricep dips_15.mp4,57,good,None
tricep dips,tricep dips_15.mp4,60,good,None
tricep dips,tricep dips_15.mp4,63,good,None
tricep dips,tricep dips_15.mp4,66,good,None
tricep dips,tricep dips_15.mp4,69,good,None
tricep dips,tricep dips_15.mp4,72,good,None
tricep dips,tricep dips_15.mp4,75,good,None
tricep dips,tricep dips_15.mp4,78,good,None
tricep dips,tricep dips_15.mp4,81,good,None
tricep dips,tricep dips_15.mp4,84,good,None
tricep dips,tricep dips_15.mp4,87,good,None
tricep dips,tricep dips_15.mp4,90,good,None
tricep dips,tricep dips_15.mp4,93,good,None
tricep dips,tricep dips_15.mp4,96,good,None
tricep dips,tricep dips_15.mp4,99,good,None
tricep dips,tricep dips_15.mp4,102,good,None
tricep dips,tricep dips_15.mp4,105,good,None
tricep dips,tricep dips_15.mp4,108,good,None
tricep dips,tricep dips_15.mp4,111,good,None
tricep dips,tricep dips_15.mp4,114,good,None
tricep dips,tricep dips_15.mp4,117,good,None
tricep dips,tricep dips_15.mp4,120,good,None
tricep dips,tricep dips_15.mp4,123,good,None
tricep dips,tricep dips_15.mp4,126,good,None
tricep dips,tricep dips_15.mp4,129,good,None
tricep dips,tricep dips_15.mp4,132,good,None
tricep dips,tricep dips_15.mp4,135,good,None
tricep dips,tricep dips_15.mp4,138,good,None
tricep dips,tricep dips_15.mp4,141,good,None
tricep dips,tricep dips_15.mp4,144,good,None
tricep dips,tricep dips_15.mp4,147,good,None
tricep dips,tricep dips_15.mp4,150,good,None
tricep dips,tricep dips_15.mp4,153,good,None
tricep dips,tricep dips_15.mp4,156,good,None
tricep dips,tricep dips_15.mp4,159,good,None
tricep dips,tricep dips_15.mp4,162,good,None
tricep dips,tricep dips_15.mp4,165,good,None
tricep dips,tricep dips_15.mp4,168,good,None
tricep dips,tricep dips_15.mp4,171,good,None
tricep dips,tricep dips_15.mp4,174,good,None
tricep dips,tricep dips_15.mp4,177,good,None
tricep dips,tricep dips_15.mp4,180,good,None
tricep dips,tricep dips_15.mp4,183,good,None
tricep dips,tricep dips_15.mp4,186,good,None
tricep dips,tricep dips_15.mp4,189,good,None
tricep dips,tricep dips_15.mp4,192,good,None
tricep dips,tricep dips_15.mp4,195,good,None
tricep dips,tricep dips_16.mp4,3,good,None
tricep dips,tricep dips_16.mp4,6,bad,[RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_16.mp4,9,good,None
tricep dips,tricep dips_16.mp4,12,good,None
tricep dips,tricep dips_16.mp4,15,good,None
tricep dips,tricep dips_16.mp4,18,good,None
tricep dips,tricep dips_16.mp4,21,good,None
tricep dips,tricep dips_16.mp4,24,good,None
tricep dips,tricep dips_16.mp4,27,good,None
tricep dips,tricep dips_16.mp4,30,good,None
tricep dips,tricep dips_16.mp4,33,good,None
tricep dips,tricep dips_16.mp4,36,good,None
tricep dips,tricep dips_16.mp4,39,good,None
tricep dips,tricep dips_16.mp4,42,good,None
tricep dips,tricep dips_16.mp4,45,good,None
tricep dips,tricep dips_16.mp4,48,good,None
tricep dips,tricep dips_16.mp4,51,good,None
tricep dips,tricep dips_16.mp4,54,good,None
tricep dips,tricep dips_16.mp4,57,good,None
tricep dips,tricep dips_16.mp4,60,good,None
tricep dips,tricep dips_16.mp4,63,good,None
tricep dips,tricep dips_16.mp4,66,good,None
tricep dips,tricep dips_16.mp4,69,good,None
tricep dips,tricep dips_16.mp4,72,good,None
tricep dips,tricep dips_16.mp4,75,good,None
tricep dips,tricep dips_16.mp4,78,good,None
tricep dips,tricep dips_16.mp4,81,good,None
tricep dips,tricep dips_16.mp4,84,good,None
tricep dips,tricep dips_16.mp4,87,good,None
tricep dips,tricep dips_16.mp4,90,good,None
tricep dips,tricep dips_16.mp4,93,good,None
tricep dips,tricep dips_16.mp4,96,good,None
tricep dips,tricep dips_16.mp4,99,good,None
tricep dips,tricep dips_16.mp4,102,good,None
tricep dips,tricep dips_16.mp4,105,good,None
tricep dips,tricep dips_16.mp4,108,good,None
tricep dips,tricep dips_16.mp4,111,good,None
tricep dips,tricep dips_16.mp4,114,good,None
tricep dips,tricep dips_16.mp4,117,good,None
tricep dips,tricep dips_16.mp4,120,good,None
tricep dips,tricep dips_16.mp4,123,good,None
tricep dips,tricep dips_16.mp4,126,good,None
tricep dips,tricep dips_16.mp4,129,good,None
tricep dips,tricep dips_16.mp4,132,good,None
tricep dips,tricep dips_16.mp4,135,good,None
tricep dips,tricep dips_16.mp4,138,good,None
tricep dips,tricep dips_16.mp4,141,good,None
tricep dips,tricep dips_16.mp4,144,good,None
tricep dips,tricep dips_16.mp4,147,good,None
tricep dips,tricep dips_16.mp4,150,good,None
tricep dips,tricep dips_16.mp4,153,good,None
tricep dips,tricep dips_16.mp4,156,good,None
tricep dips,tricep dips_16.mp4,159,good,None
tricep dips,tricep dips_16.mp4,162,good,None
tricep dips,tricep dips_16.mp4,165,good,None
tricep dips,tricep dips_16.mp4,168,good,None
tricep dips,tricep dips_16.mp4,171,good,None
tricep dips,tricep dips_16.mp4,174,good,None
tricep dips,tricep dips_16.mp4,177,good,None
tricep dips,tricep dips_16.mp4,180,good,None
tricep dips,tricep dips_16.mp4,183,good,None
tricep dips,tricep dips_16.mp4,186,good,None
tricep dips,tricep dips_16.mp4,189,good,None
tricep dips,tricep dips_16.mp4,192,good,None
tricep dips,tricep dips_16.mp4,195,good,None
tricep dips,tricep dips_16.mp4,198,good,None
tricep dips,tricep dips_16.mp4,201,good,None
tricep dips,tricep dips_16.mp4,204,good,None
tricep dips,tricep dips_16.mp4,207,good,None
tricep dips,tricep dips_16.mp4,210,good,None
tricep dips,tricep dips_16.mp4,213,good,None
tricep dips,tricep dips_16.mp4,216,good,None
tricep dips,tricep dips_16.mp4,219,good,None
tricep dips,tricep dips_16.mp4,222,good,None
tricep dips,tricep dips_16.mp4,225,good,None
tricep dips,tricep dips_16.mp4,228,good,None
tricep dips,tricep dips_16.mp4,231,good,None
tricep dips,tricep dips_16.mp4,234,good,None
tricep dips,tricep dips_16.mp4,237,good,None
tricep dips,tricep dips_16.mp4,240,good,None
tricep dips,tricep dips_16.mp4,243,good,None
tricep dips,tricep dips_16.mp4,246,good,None
tricep dips,tricep dips_16.mp4,249,good,None
tricep dips,tricep dips_16.mp4,252,good,None
tricep dips,tricep dips_16.mp4,255,good,None
tricep dips,tricep dips_16.mp4,258,good,None
tricep dips,tricep dips_16.mp4,261,good,None
tricep dips,tricep dips_16.mp4,264,good,None
tricep dips,tricep dips_16.mp4,267,good,None
tricep dips,tricep dips_16.mp4,270,good,None
tricep dips,tricep dips_16.mp4,273,good,None
tricep dips,tricep dips_16.mp4,276,good,None
tricep dips,tricep dips_16.mp4,279,good,None
tricep dips,tricep dips_16.mp4,282,good,None
tricep dips,tricep dips_16.mp4,285,good,None
tricep dips,tricep dips_16.mp4,288,good,None
tricep dips,tricep dips_16.mp4,291,good,None
tricep dips,tricep dips_16.mp4,294,good,None
tricep dips,tricep dips_16.mp4,297,good,None
tricep dips,tricep dips_16.mp4,300,good,None
tricep dips,tricep dips_16.mp4,303,good,None
tricep dips,tricep dips_16.mp4,306,good,None
tricep dips,tricep dips_16.mp4,309,good,None
tricep dips,tricep dips_16.mp4,312,good,None
tricep dips,tricep dips_16.mp4,315,good,None
tricep dips,tricep dips_16.mp4,318,good,None
tricep dips,tricep dips_16.mp4,321,good,None
tricep dips,tricep dips_16.mp4,324,good,None
tricep dips,tricep dips_17.mp4,3,bad,[LEFT] Elbows bent too much. | [RIGHT] Excessive torso lean (swinging or arching).
tricep dips,tricep dips_17.mp4,6,good,None
tricep dips,tricep dips_17.mp4,9,good,None
tricep dips,tricep dips_17.mp4,12,good,None
tricep dips,tricep dips_17.mp4,15,good,None
tricep dips,tricep dips_17.mp4,18,good,None
tricep dips,tricep dips_17.mp4,21,good,None
tricep dips,tricep dips_17.mp4,24,good,None
tricep dips,tricep dips_17.mp4,27,good,None
tricep dips,tricep dips_17.mp4,30,good,None
tricep dips,tricep dips_17.mp4,33,good,None
tricep dips,tricep dips_17.mp4,36,good,None
tricep dips,tricep dips_17.mp4,39,good,None
tricep dips,tricep dips_17.mp4,42,good,None
tricep dips,tricep dips_17.mp4,45,good,None
tricep dips,tricep dips_17.mp4,48,good,None
tricep dips,tricep dips_17.mp4,51,good,None
tricep dips,tricep dips_17.mp4,54,good,None
tricep dips,tricep dips_17.mp4,57,good,None
tricep dips,tricep dips_17.mp4,60,bad,[LEFT] Too deep! Shoulders dropping below elbows.
tricep dips,tricep dips_17.mp4,63,bad,[LEFT] Too deep! Shoulders dropping below elbows.
tricep dips,tricep dips_17.mp4,66,bad,[LEFT] Too deep! Shoulders dropping below elbows.
tricep dips,tricep dips_17.mp4,69,good,None
tricep dips,tricep dips_17.mp4,72,good,None
tricep dips,tricep dips_17.mp4,75,good,None
tricep dips,tricep dips_17.mp4,78,good,None
tricep dips,tricep dips_17.mp4,81,good,None
tricep dips,tricep dips_17.mp4,84,good,None
tricep dips,tricep dips_17.mp4,87,good,None
tricep dips,tricep dips_17.mp4,90,good,None
tricep dips,tricep dips_17.mp4,93,good,None
tricep dips,tricep dips_17.mp4,96,good,None
tricep dips,tricep dips_17.mp4,99,good,None
tricep dips,tricep dips_17.mp4,102,good,None
tricep dips,tricep dips_17.mp4,105,good,None
tricep dips,tricep dips_17.mp4,108,good,None
tricep dips,tricep dips_17.mp4,111,good,None
tricep dips,tricep dips_17.mp4,114,good,None
tricep dips,tricep dips_17.mp4,117,good,None
tricep dips,tricep dips_17.mp4,120,good,None
tricep dips,tricep dips_17.mp4,123,good,None
tricep dips,tricep dips_17.mp4,126,good,None
tricep dips,tricep dips_17.mp4,129,good,None
tricep dips,tricep dips_17.mp4,132,good,None
tricep dips,tricep dips_17.mp4,135,good,None
tricep dips,tricep dips_17.mp4,138,good,None
tricep dips,tricep dips_17.mp4,141,good,None
tricep dips,tricep dips_17.mp4,144,good,None
tricep dips,tricep dips_17.mp4,147,good,None
tricep dips,tricep dips_17.mp4,150,good,None
tricep dips,tricep dips_17.mp4,153,good,None
tricep dips,tricep dips_17.mp4,156,good,None
tricep dips,tricep dips_17.mp4,159,good,None
tricep dips,tricep dips_17.mp4,162,good,None
tricep dips,tricep dips_17.mp4,165,good,None
tricep dips,tricep dips_17.mp4,168,good,None
tricep dips,tricep dips_17.mp4,171,good,None
tricep dips,tricep dips_17.mp4,174,good,None
tricep dips,tricep dips_17.mp4,177,good,None
tricep dips,tricep dips_17.mp4,180,good,None
tricep dips,tricep dips_17.mp4,183,good,None
tricep dips,tricep dips_17.mp4,186,good,None
tricep dips,tricep dips_17.mp4,189,good,None
tricep dips,tricep dips_17.mp4,192,good,None
tricep dips,tricep dips_17.mp4,195,good,None
tricep dips,tricep dips_17.mp4,198,good,None
tricep dips,tricep dips_17.mp4,201,good,None
tricep dips,tricep dips_17.mp4,204,good,None
tricep dips,tricep dips_17.mp4,207,good,None
tricep dips,tricep dips_17.mp4,210,good,None
tricep dips,tricep dips_17.mp4,213,good,None
tricep dips,tricep dips_17.mp4,216,good,None
tricep dips,tricep dips_17.mp4,219,good,None
tricep dips,tricep dips_17.mp4,222,good,None
tricep dips,tricep dips_17.mp4,225,good,None
tricep dips,tricep dips_17.mp4,228,good,None
tricep dips,tricep dips_17.mp4,231,good,None
tricep dips,tricep dips_17.mp4,234,good,None
tricep dips,tricep dips_17.mp4,237,good,None
tricep dips,tricep dips_17.mp4,240,good,None
tricep dips,tricep dips_17.mp4,243,good,None
tricep dips,tricep dips_17.mp4,246,good,None
tricep dips,tricep dips_17.mp4,249,good,None
tricep dips,tricep dips_17.mp4,252,good,None
tricep dips,tricep dips_17.mp4,255,good,None
tricep dips,tricep dips_17.mp4,258,good,None
tricep dips,tricep dips_17.mp4,261,good,None
tricep dips,tricep dips_17.mp4,264,good,None
tricep dips,tricep dips_17.mp4,267,good,None
tricep dips,tricep dips_17.mp4,270,good,None
tricep dips,tricep dips_17.mp4,273,good,None
tricep dips,tricep dips_17.mp4,276,good,None
tricep dips,tricep dips_17.mp4,279,good,None
tricep dips,tricep dips_17.mp4,282,good,None
tricep dips,tricep dips_17.mp4,285,good,None
tricep dips,tricep dips_17.mp4,288,good,None
tricep dips,tricep dips_17.mp4,291,good,None
tricep dips,tricep dips_17.mp4,294,good,None
tricep dips,tricep dips_17.mp4,297,good,None
tricep dips,tricep dips_17.mp4,300,good,None
tricep dips,tricep dips_17.mp4,303,good,None
tricep dips,tricep dips_17.mp4,306,good,None
tricep dips,tricep dips_17.mp4,309,good,None
tricep dips,tricep dips_17.mp4,312,good,None
tricep dips,tricep dips_17.mp4,315,good,None
tricep dips,tricep dips_17.mp4,318,good,None
tricep dips,tricep dips_17.mp4,321,bad,[LEFT] Too deep! Shoulders dropping below elbows.
tricep dips,tricep dips_17.mp4,324,bad,[LEFT] Too deep! Shoulders dropping below elbows. | [RIGHT] Too deep! Shoulders dropping below elbows.
tricep dips,tricep dips_17.mp4,327,bad,[LEFT] Too deep! Shoulders dropping below elbows. | [RIGHT] Too deep! Shoulders dropping below elbows.
tricep dips,tricep dips_17.mp4,330,good,None
tricep dips,tricep dips_17.mp4,333,good,None
tricep dips,tricep dips_17.mp4,336,good,None
tricep dips,tricep dips_17.mp4,339,good,None
tricep dips,tricep dips_17.mp4,342,good,None
tricep dips,tricep dips_17.mp4,345,good,None
tricep dips,tricep dips_17.mp4,348,good,None
tricep dips,tricep dips_17.mp4,351,good,None
tricep dips,tricep dips_17.mp4,354,good,None
tricep dips,tricep dips_17.mp4,357,good,None
tricep dips,tricep dips_17.mp4,360,good,None
tricep dips,tricep dips_17.mp4,363,good,None
tricep dips,tricep dips_17.mp4,366,good,None
tricep dips,tricep dips_17.mp4,369,good,None
tricep dips,tricep dips_17.mp4,372,good,None
